Product_id,Sales_USD,quantity,Price_USD,COGS_USD,Date_Time,Account_id
2137,11090.7,269.53,41.14829518,5756.0733,2/20/2022,2149-67391-6223
2258,10300.07,73.15,140.8075188,4089.12779,4/14/2023,1557-68300-64659
2317,6293.1,221.04,28.4704126,5128.8765,3/28/2023,1707--85182
2983,8776.15,303.57,28.90980663,4686.4641,7/28/2023,1638-851 78-835
2421,19162.89,928.36,20.64165841,14870.40264,11/6/2023,2240-959-1855-14
2644,13194.64,199.55,66.12197444,11109.88688,4/17/2022,1983--1
2084,8063.8,559.08,14.42333834,5176.9596,5/9/2023,1148-46025-74881
2591,19405.54,774.09,25.06884212,13506.25584,12/30/2022,2029--86
2310,5143.18,518.87,9.912270896,1928.6925,12/1/2023,1773-442 53-9
2074,14963.02,947.34,15.79477273,8992.77502,12/11/2023,1875--54005
2356,15291.8,341.39,44.79275901,11438.2664,2/4/2022,1098-116 23-4072
2986,9906.66,800.22,12.37992052,8073.9279,2/2/2024,2259-79977-76
2707,19277.69,900.92,21.39778227,14959.48744,1/3/2022,1163-06750-000-2
2253,13584.96,506.14,26.84032086,7498.89792,2/11/2024,1231--3
2290,7461.83,118.44,63.00092874,3059.3503,5/22/2022,2175-747 20-61435
2104,5886.9,760.35,7.742355494,2660.8788,8/21/2023,1909-24000-000-52458
2248,9736.72,479.71,20.29709616,7010.4384,7/26/2023,2069-96835-43574
2555,18307.64,843.2,21.71209677,12394.27228,4/12/2024,1643-2303-22
2954,15868.34,876.52,18.10379683,5347.63058,1/10/2023,1231--3
2086,14123.85,181.1,77.98923247,7076.04885,6/8/2022,2531--5
2726,13556.59,154.55,87.71653187,5761.55075,7/22/2023,2175-747 20-61435
2176,15491.42,770.99,20.09289355,5871.24818,8/19/2023,2544--255
2590,10610.38,932.67,11.37634962,5591.67026,2/21/2024,2386--85
2642,8238.51,765.54,10.76169763,2908.19403,2/10/2022,1679--68976
2870,9241.04,640.08,14.43732033,6542.65632,12/25/2023,2383--4012
2300,9112.09,146.67,62.1264744,4401.13947,6/6/2023,1509--1
2256,12856.59,566.17,22.7080029,7726.81059,4/11/2022,2532-55470-7490
2934,8001.82,645.67,12.39304908,4040.9191,4/25/2023,1143-41355 CEDEX-482
2051,7142.61,765.56,9.329915356,4528.41474,10/13/2022,2255-254 62-5
2060,16124.19,910.95,17.70041166,5449.97622,1/16/2024,1160--4
2023,9925.99,956.01,10.38272612,8228.64571,3/10/2022,1699-4620-787-719
2972,8388.89,911.58,9.20258233,6904.05647,11/10/2022,2475--62
2230,7119.67,732.35,9.721676794,3609.67269,11/6/2023,1383--1782
2395,17184.72,78.95,217.6658645,8197.11144,6/21/2022,2494--515
2337,8870.04,420.12,21.11311054,2962.59336,7/20/2022,1066--1
2236,7254.49,298.72,24.2852504,3866.64317,1/29/2024,1121-953 34-32
2267,11401.6,921.88,12.36777021,5780.6112,4/11/2024,1928--76
2884,16456.3,548.1,30.02426564,8195.2374,6/16/2023,1112-20566-336
2225,16162.12,165.66,97.56199445,13446.88384,2/18/2022,1608-4820-560-6
2477,16008.18,781.88,20.4739602,6499.32108,3/28/2023,1791--9
2377,8364.8,911.46,9.17736379,5570.9568,12/29/2022,1959--3
2600,18845.81,270.19,69.75021281,5747.97205,5/17/2022,1065-43261-88
2734,17398.58,34.37,506.2141402,6524.4675,11/27/2023,2456-H4S-6935
2780,10482.67,702.73,14.9170663,3490.72911,2/17/2024,1368-86130-000-0
2030,16512.89,494.04,33.42419642,5862.07595,3/31/2023,2256--6
2740,15829.96,193.09,81.98228805,13914.53484,3/28/2024,2256--6
2216,7624.31,203.22,37.51751796,6274.80713,4/26/2023,2165-95560-000-9
2109,19299.61,787.66,24.50246299,9225.21358,7/21/2023,2182--5356
2650,15667.1,937.28,16.7154959,6454.8452,5/22/2022,2422-9930-025-64433
2623,8314.46,630.96,13.17747559,6152.7004,6/20/2023,1168-137 24-56
2635,14212.74,185.37,76.67227707,8698.19688,9/27/2023,1293-63211-9
2217,8187.86,570.81,14.34428269,6853.23882,3/9/2024,1802--9
2757,7668.53,359.36,21.33940895,4915.52773,1/4/2023,1055-1103-2060
2466,12442.06,460.62,27.01154965,6743.59652,10/30/2023,1209--4
2551,8413.24,558.73,15.05779178,6940.923,5/17/2023,1797--48
2803,7477.92,576.82,12.96404424,6475.87872,6/14/2022,1337-28300-000-8895
2315,6480.69,263.91,24.5564397,3784.72296,12/2/2022,1522-76029 CEDEX-42
2578,8996.03,226.16,39.77728157,7493.69299,5/8/2023,1777-21240-3074
2160,12136.25,732.3,16.57278438,5667.62875,6/1/2023,1376-4515-462
2045,13686.58,687.89,19.896466,11222.9956,8/25/2022,1460-38703-15511
2686,12921.17,562.6,22.96688589,5245.99502,6/9/2022,1635--753
2458,12782.46,931.17,13.7273108,6659.66166,8/3/2022,1245-71309 CEDEX-84900
2602,13972.33,943.04,14.81626442,8565.03829,10/12/2023,2586--86
2188,9460.29,766.16,12.34766889,7114.13808,5/21/2023,2506--59
2172,5718.12,968.54,5.903855287,3139.24788,9/5/2022,2479-190018-48
2271,16861.69,220.66,76.41480105,8565.73852,5/10/2023,1326-7947-8
2808,11496.22,969.48,11.85813013,3851.2337,7/16/2022,1652--31
2848,17054.73,136.88,124.5962157,11750.70897,12/3/2022,2480--8
2684,19355.33,374.37,51.70107113,12271.27922,12/2/2022,2328-2500-645
2903,14676.17,762.85,19.23860523,6956.50458,4/9/2023,1237-66-220-2500
2582,7080.06,653.43,10.83522336,2541.74154,10/25/2023,1507--5582
2575,11701.06,578.35,20.23179735,9735.28192,12/26/2023,2277--2685
2908,18021.92,839.5,21.46744491,14651.82096,11/8/2023,1172-63-720-72794
2629,12104.12,348.45,34.73703544,10336.91848,6/19/2023,1172-63-720-72794
2142,10653.26,501.39,21.24745208,7787.53306,8/10/2023,1998--6
2653,18174.03,540.26,33.63941436,7596.74454,3/27/2023,2602-245-19
2717,17911.92,655.05,27.34435539,14759.42208,3/28/2023,1374-32-607-72824
2926,5984.24,544.55,10.98933064,2872.4352,9/23/2023,1659-2755-163-221
2714,7412.91,475.32,15.59561979,3484.0677,7/5/2023,1334-5102-22
2689,7896.74,270.58,29.18449257,4509.03854,10/7/2023,1383-999-3776-3063
2822,13217.4,448.18,29.49127583,9979.137,7/14/2022,1218--4355
2708,19113.09,297.22,64.30620416,7358.53965,5/2/2023,1543-21130-7639
2451,7216.41,383.81,18.80203747,4236.03267,5/18/2022,1820-20016-7
2332,6740.56,44.47,151.5754441,6032.8012,7/12/2022,1085-41190-9
2369,18362.11,338.88,54.18469665,6243.1174,7/8/2022,1077--47
2169,18788.36,953.23,19.71020635,10239.6562,1/13/2022,1104-4508-942
2371,8662.51,58.27,148.6615754,7016.6331,5/11/2022,2521-5016-552
2440,6438.64,485.12,13.27226253,4931.99824,10/22/2022,2508-8029-2
2918,15823.99,922.03,17.16212054,6345.41999,2/24/2023,1273-68610-000-92
2630,7434.82,84.76,87.71613969,3501.80022,3/22/2022,1405-32-708-7313
2913,16775.56,258.3,64.94603175,12044.85208,5/22/2022,1454-39180-638
2664,15607.65,870.2,17.93570444,10613.202,7/16/2022,2337-37-306-16442
2839,10430.4,303.62,34.35346815,8281.7376,9/9/2022,1498-76110-450
2367,10016.59,693.29,14.4479078,7492.40932,2/23/2023,1714--6209
2840,6144.36,627.28,9.795242954,5284.1496,5/21/2023,2345-63-640-4438
2615,8190.01,95.01,86.20155773,7174.44876,4/11/2022,2181-985-0862-2
2648,11334.77,79.77,142.0931428,3593.12209,3/4/2023,1254--3
2025,7156.1,78.52,91.13728986,5732.0361,1/6/2022,1269-501-0531-2
2900,13377.26,565.56,23.65312257,6782.27082,8/30/2022,1198-45922 CEDEX 9-3932
2295,6784.41,636.35,10.66144417,3046.20009,1/16/2022,1443-3070-063-70979
2723,9528.6,512.4,18.59601874,3125.3808,3/20/2023,1882-8650-8
2815,17248.7,298.96,57.69567835,8055.1429,3/13/2024,1019-123 57-5307
2733,8256.81,855.73,9.64884952,5276.10159,7/10/2023,1678-64130-7
2578,19948.31,889.87,22.41710587,7540.46118,3/30/2023,1813-472 01-594
2911,8864.99,115.88,76.50146703,5975.00326,1/4/2022,2234-2520-053-92
2474,9477.28,24.64,384.6298701,4501.708,7/21/2022,2586--86
2653,11821.07,814.83,14.50740645,8144.71723,11/12/2023,1084-70324-283
2367,13989.15,488.36,28.64515931,10449.89505,8/27/2022,1509--1
2137,5503.47,100.31,54.86461968,4540.36275,4/11/2022,2194-4111-6
2822,6705.71,681.94,9.833284453,3399.79497,8/1/2023,2299-30045-38
2573,6507.28,305.97,21.26770598,4047.52816,8/28/2023,1914-94140-8
2488,12228.38,835.52,14.63565205,4940.26552,5/6/2022,1023-4580-290-335
2540,18117.51,340.28,53.24294698,13370.72238,9/6/2023,1333-112 75-15
2735,7317.06,821.05,8.91183241,6453.64692,10/28/2023,1281-4730-220-9701
2424,16822.44,959.2,17.53798999,9168.2298,2/6/2024,1208--3
2955,5210.7,643.83,8.093285495,2089.4907,12/16/2022,2065--67
2258,6190.77,706.72,8.759862463,5113.57602,9/29/2023,1164--8108
2230,7867.47,515.15,15.27219257,6907.63866,1/20/2023,2195--27
2364,7342.44,102.36,71.73153576,3575.76828,3/3/2022,1823-39-215-230
2348,14545.12,495.3,29.36628306,9672.5048,3/20/2022,1989-5163-594
2904,5290.65,167.56,31.57465982,1999.8657,9/21/2023,1098-116 23-4072
2721,17096.56,771.03,22.1736638,13967.88952,2/1/2024,1280-11730-000-42
2143,12900.28,138.13,93.39231159,8630.28732,9/25/2023,1881-4424-6
2552,19324.66,122.03,158.3599115,10415.99174,9/12/2022,1983--1
2034,18498.95,333.89,55.40432478,5753.17345,1/14/2022,1955--420
2146,16920.46,711.6,23.77804947,9576.98036,4/23/2023,1394--9
2955,16388.08,607.92,26.957626,8144.87576,4/9/2024,1042-1028-46
2346,6514.62,71.7,90.85941423,1999.98834,12/9/2023,2521-5016-552
2297,9361.97,37.07,252.5484219,3108.17404,10/6/2022,2489-10004-284
2934,13904.01,360.04,38.61795912,7827.95763,12/25/2022,2112-50402-69
2733,15891.84,972.34,16.34391262,5943.54816,10/14/2023,2142--2518
2803,11842.73,515.65,22.96660526,5506.86945,5/22/2023,2410-48217-594
2485,18484.12,308.22,59.97054052,13678.2488,5/1/2023,2477-118 92-36186
2810,14340.87,492.43,29.12265703,6754.54977,3/31/2024,1981-347-0105-20988
2151,10651.67,939.52,11.33735312,4335.22969,5/15/2023,1299-675 75-61
2638,10522.43,692.17,15.20208908,3556.58134,5/7/2022,2446--3
2530,7883.99,366.71,21.49925009,3949.87899,9/27/2023,1930-94174 CEDEX-3
2675,11847.71,462.83,25.59840546,9584.79739,5/15/2023,1099--34340
2363,9320.03,614,15.17920195,3961.01275,5/22/2022,1225-748 31-9338
2301,10423.43,178.77,58.30637132,7723.76163,12/8/2022,2381-4507-4111
2333,19474.17,843.58,23.08514901,12814.00386,5/4/2022,1758-88736-15049
2017,16551.41,505.77,32.72517152,12860.44557,8/26/2023,1353-5246-9976
2795,5101.61,428.84,11.89630165,1846.78282,1/11/2022,2129-S3N-63
2047,12747.2,128.78,98.98431433,6131.4032,8/5/2023,1395-P56-71
2162,11242.5,73.6,152.7513587,5857.3425,9/15/2022,2147--553
2821,8013.04,606.78,13.20584067,5232.51512,2/5/2024,1652-45638-000-0
2854,5819.12,656.09,8.869392919,2973.57032,1/22/2024,2216--6858
2948,16430.78,186.96,87.88393239,7985.35908,11/19/2023,1714--6209
2548,8138.28,754.86,10.78117797,4687.64928,4/24/2022,1909-24000-000-52458
2700,10120.74,799.21,12.66343014,5202.06036,10/20/2022,2443-3109-59
2765,8942.71,419.02,21.34196458,6492.40746,3/17/2022,1934--98351
2338,11492.93,728.77,15.77031162,6367.08322,4/4/2022,2390-83101-85565
2592,16242.11,508.01,31.97202811,6561.81244,1/5/2022,2197-4500-973
2034,18309.09,884.84,20.69197821,7891.21779,6/10/2022,1509--1
2150,8563.38,61.34,139.6051516,3973.40832,1/4/2024,1698-89140-000-29341
2763,13989.87,136.72,102.3249707,10240.58484,1/9/2024,1967-69413 CEDEX 06-589
2107,19405.06,472.59,41.06108889,13855.21284,1/25/2023,1787-6004-506
2892,12225.98,894.24,13.67192253,10257.59722,12/8/2022,2129-S3N-63
2625,13531.08,373.08,36.2685751,11095.4856,2/19/2024,2267--2
2168,5487.97,614.48,8.931079938,2958.01583,2/5/2022,1877-N9A-29762
2579,13395.3,719.33,18.62191206,4808.9127,8/14/2023,1337-28300-000-8895
2391,10044.69,58.86,170.6539246,9030.17631,8/19/2022,1483-06306 CEDEX 4-41729
2074,5570.97,232.25,23.98695371,2763.20112,3/22/2024,1015-62247 CEDEX-51956
2821,6862.79,518.64,13.23228058,3472.57174,9/21/2023,2088-747 51-9
2532,5531.53,861.22,6.422900072,4159.71056,6/26/2023,2201-1213-8878
2364,7054.28,314.43,22.4351366,5057.91876,1/19/2022,1963-P31-0
2287,12756.98,420.02,30.3723156,7973.1125,11/25/2022,2392-911018-783
2953,5383.59,289.33,18.60709225,2368.7796,4/15/2022,2239-2889-700
2767,17522.4,145.61,120.3378889,15174.3984,6/14/2023,2044-3119-672
2109,16936.66,335.92,50.41873065,9501.46626,1/30/2022,1709-6004-90
2082,7009.47,784.57,8.934155015,5586.54759,10/23/2023,2536-5020-53769
2973,16862.81,274.06,61.52962855,8060.42318,2/3/2024,2157--72
2146,12776.14,227.45,56.17120246,6988.54858,9/13/2022,1395-P56-71
2725,18156.22,576.71,31.48240884,8787.61048,12/7/2022,2090--73231
2312,8247.78,621.59,13.26884281,5410.54368,2/8/2022,2448--19
2984,11137.04,841.91,13.22830231,6904.9648,1/15/2023,1613--2
2567,17690.07,291.46,60.69467508,12772.23054,9/27/2023,1600--241
2473,18527.17,730.43,25.36474405,14302.97524,12/17/2022,2237--94165
2927,16638.2,451.55,36.84686081,8834.8842,7/21/2023,2288--21
2429,11149.4,946.21,11.78321937,6845.7316,11/24/2023,2546-66-470-7315
2858,6401.13,52.25,122.5096651,2765.28816,9/11/2023,2334-861-3923-14
2351,6617.13,271.92,24.33484113,5234.14983,3/8/2024,1644-33614 CEDEX-1
2809,5622.18,855.99,6.568044019,1742.8758,3/12/2023,2480--8
2285,14613.88,33.17,440.5752186,6839.29584,3/4/2023,1840-8042-3565
2254,10142.49,150.12,67.56254996,3428.16162,6/22/2023,1791--9
2769,9893.58,964.84,10.25411467,8399.64942,12/22/2022,1153-709-0844-0
2729,14567.16,841.02,17.32082471,5710.32672,3/23/2022,1359--26
2542,16517.82,722.6,22.85887074,6309.80724,4/8/2024,1878-32-503-0
2456,12628.6,232.38,54.34460797,10620.6526,5/16/2022,1427-98175-21
2276,9199.56,72.87,126.2461918,7028.46384,9/14/2023,1909-24000-000-52458
2680,15749.49,542.49,29.03185312,11953.86291,5/21/2023,1879-191507-8854
2716,7788.01,994.69,7.829585097,2702.43947,3/13/2024,2515-797-1506-23665
2736,13307.85,392.13,33.93734221,11537.90595,10/1/2023,2572-2614-1
2682,5097.98,228.76,22.28527715,4073.28602,11/28/2023,1433-29913-201
2811,19382.09,14.5,1336.695862,15621.96454,7/26/2023,1544-751 14-4879
2260,14939.08,454.59,32.86275545,7484.47908,11/30/2023,1000-96500-000-4303
2024,11406.2,700.14,16.29131317,4881.8536,2/21/2023,1412-261 45-817
2271,6510.18,415.69,15.66114172,4062.35232,12/8/2023,1663--5475
2400,12503.69,849.77,14.71420502,5276.55718,9/1/2022,2345-63-640-4438
2801,16691.49,306.89,54.38916224,8662.88331,10/17/2022,1599-E6G-78670
2940,19383.83,463.25,41.84313006,8858.41031,9/6/2022,1657-588 62-75
2831,5713.76,975.45,5.857563176,2794.02864,3/15/2023,2217-44322-0
2391,11237.26,407.23,27.59438155,3461.07608,2/16/2022,1996--974
2630,5392.55,902.72,5.973668469,2000.63605,12/11/2022,2535-2501-0
2079,7795.12,771.73,10.10083838,5581.30592,2/2/2023,2182--5356
2737,19401.24,444.88,43.61005215,12591.40476,10/4/2023,2040-30096-81430
2795,8542.79,952.47,8.96909089,4689.99171,2/5/2022,1044-67-415-0
2460,11202.13,889.54,12.59317175,8793.67205,7/9/2023,1544-751 14-4879
2576,17679.65,246.24,71.79844867,14302.83685,9/26/2023,1647--8563
2813,9537.24,335.62,28.41678088,8316.47328,6/7/2022,1373-62-563-7475
2025,16096.7,50.47,318.9360016,8434.6708,4/30/2023,1074-40130-78947
2347,19054.08,958.07,19.88798313,16157.85984,4/5/2023,2070-3720-085-74
2983,8656.63,373.22,23.19444296,4691.89346,6/6/2023,1916--53
2855,9715.53,351.73,27.62212493,3954.22071,4/29/2022,1512--2241
2475,8023.84,129.04,62.18102914,2696.01024,3/19/2024,1664-4785-210-79
2127,9766.21,552.67,17.67096097,7480.91686,3/3/2022,1667--785
2517,16294.07,559.61,29.11683136,14632.07486,1/12/2023,2548-G5N-0
2180,10722.23,434.22,24.69308185,6765.72713,1/3/2023,2488-135067-2
2632,14728.54,608.84,24.19115038,10471.99194,8/5/2023,1358--325
2089,14436.48,102.44,140.9262007,12271.008,11/3/2022,1389-34-480-18
2759,18500.34,695.29,26.60809159,12062.22168,4/26/2023,2593-3814-44316
2110,16273.02,111,146.6037838,13392.69546,4/8/2023,2030-54927-6540
2797,7394.87,233.81,31.62768915,4192.89129,7/17/2022,1608-4820-560-6
2066,19357.63,974.35,19.8672243,9388.45055,8/31/2023,1818-457 81-8
2158,17478,477.89,36.57327,9700.29,9/25/2022,2550-9987-7
2521,10927.48,115.77,94.38956552,5704.14456,1/4/2023,1140-801 33-91
2619,8584.99,312.34,27.48604085,5923.6431,9/10/2023,1575-T4H-9
2721,14290.73,10.93,1307.477585,6716.6431,4/18/2022,1492--48
2812,5325.88,599.2,8.888317757,2657.61412,2/3/2023,2205--6396
2749,9742.4,12.95,752.3088803,6001.3184,6/20/2022,2455--63
2232,11815.82,289.88,40.76107355,9771.68314,4/19/2022,1962-85200-000-9204
2083,18830.47,672.62,27.99570337,15252.6807,11/2/2023,2278-2133-37
2448,11167.77,630.53,17.71171871,5840.74371,3/20/2023,2192-V9B-9949
2765,13924.32,356.34,39.07593871,5500.1064,5/5/2023,1380--2776
2322,14001.6,758.14,18.46835677,10193.1648,1/19/2022,2402-14640-000-149
2145,9405.12,70.43,133.5385489,3790.26336,12/2/2022,1289-4805-458-0
2601,16706.25,456.98,36.55794564,11811.31875,4/21/2023,2057-85550-000-7
2528,14310.25,339.79,42.11498278,8958.2165,1/1/2023,1371--905
2503,15179.07,903.25,16.8049488,11338.76529,4/5/2024,1406-950-3341-63
2706,7300.42,277.41,26.31635485,2664.6533,12/6/2023,2438--45098
2427,6958.49,694.12,10.02490924,3312.24124,6/20/2022,1457--563
2738,11022.55,625.05,17.63466923,7605.5595,1/20/2022,2409-6101-155
2695,18839.25,498.88,37.76308932,10154.35575,12/27/2022,1347-3500-15
2840,14576.41,588.04,24.78812666,12112.99671,10/11/2023,2523--9082
2661,5059.85,874.91,5.783280566,1528.0747,2/26/2023,1199-77193 CEDEX-0
2239,5720.54,594.04,9.629890243,4599.31416,12/2/2023,2092-14180-000-3
2775,5369.49,524.5,10.23734986,4392.24282,11/23/2022,1386--6
2967,11806.45,239.05,49.38903995,6776.9023,2/1/2023,1845-94129 CEDEX-243
2274,19241.25,793.44,24.25041591,15700.86,8/8/2022,1055--3408
2651,6077.64,405.4,14.99171189,2400.6678,3/15/2023,1106-425 33-26
2621,16372.58,928.63,17.63089713,5664.91268,4/30/2022,1696-80902-7398
2033,10902.18,158.63,68.7271008,9245.04864,11/24/2023,1353-5246-9976
2010,10451.29,445.9,23.43864095,6761.98463,12/13/2022,1462-6326-725
2192,7171.72,743.89,9.640833994,2467.07168,1/11/2024,1401-387 34-37
2772,6922.51,21.6,320.4865741,2817.46157,1/17/2024,2523--9082
2583,10427.21,411.7,25.32720427,5484.71246,6/28/2022,1124-92901 CEDEX-37046
2648,17419.94,869,20.04596087,6306.01828,4/10/2024,2224--74395
2232,6551,736.77,8.891512955,2567.992,12/12/2022,2285--7044
2962,5212.98,187.85,27.75075858,4483.1628,8/12/2022,2447-4540-579-742
2896,15165.84,514.21,29.49347543,8917.51392,6/6/2022,2401--243
2639,17449.01,503.25,34.67264779,15512.16989,10/15/2023,1109-45140-5651
2933,10395.47,354.16,29.35246781,4075.02424,2/2/2024,1516--7984
2203,13849.24,652.8,21.2151348,5539.696,10/8/2023,2251-E5L-4626
2263,10679.04,961.28,11.10918775,7806.37824,3/22/2022,2255-254 62-5
2603,16685.7,725.77,22.99034129,9293.9349,12/4/2023,2223--7383
2751,8976.13,274.31,32.72257665,3330.14423,12/19/2022,2498--3
2871,18835.47,804.35,23.41700752,13090.65165,4/10/2024,1957--581
2045,15943.04,302.64,52.67988369,7445.39968,2/20/2022,2198-6320-475-1230
2890,5983.88,656.47,9.115237558,4021.16736,8/17/2022,2046-6455-1373
2261,10370.73,632.62,16.39330088,7207.65735,2/22/2024,2278-2133-37
2570,8517.24,488.98,17.41838112,6328.30932,9/25/2023,1006-65712-000-5490
2746,18237.77,250.41,72.83163612,7368.05908,6/9/2023,2193--1413
2874,14806.62,995.1,14.8795297,12985.40574,2/8/2023,1280-11730-000-42
2694,6300.8,744.23,8.466199965,3156.7008,3/11/2022,1844-96500-000-621
2938,15897.78,148.97,106.7179969,8918.65458,10/30/2023,2597-49246-60
2467,5070.01,473.29,10.71226943,4415.97871,8/18/2023,1300-6406-48661
2377,18861.75,61.81,305.1569325,6790.23,11/21/2023,2470-9202-353
2984,9191.98,729.67,12.59744816,4550.0301,4/9/2024,1278-13509-765
2479,12986.68,239.36,54.25584893,9752.99668,2/13/2024,1439-12-201-78
2602,14291.3,134.14,106.5401819,4873.3333,2/18/2023,1385-6516-71699
2967,18823.43,920.97,20.4387005,7698.78287,11/12/2022,2213--197
2345,17477.62,570.68,30.625955,7707.63042,5/26/2023,1867-50802-620
2913,14445.56,756,19.1078836,4925.93596,11/13/2022,2119-30028 CEDEX 9-46490
2910,6051.92,409.47,14.77988619,3455.64632,3/18/2022,2148-4825-171-5987
2699,19944.3,57.87,344.6397097,9154.4337,11/17/2022,1219--665
2285,16272.2,172.61,94.27147906,11683.4396,3/3/2024,1846-3303-33
2520,9374.47,229.12,40.91510999,7968.2995,11/4/2023,1983--1
2267,7595.58,718.16,10.57644536,6661.32366,10/22/2023,1338--810
2985,12513.22,702.82,17.80430267,10961.58072,9/2/2022,1860-92077 CEDEX-8271
2262,9804.16,925.56,10.59267903,6549.17888,12/28/2023,1738-30034 CEDEX 1-89
2412,13551.8,926.72,14.62340297,11017.6134,5/1/2022,1076-61015 CEDEX-8
2976,17810.67,647.04,27.52638168,10882.31937,4/6/2023,1825--9980
2855,11353.84,669.97,16.94678866,5472.55088,1/6/2022,2088-747 51-9
